,emotion,cos_sim,amt_dialog_id,amt_dialog,os_dialog_id,os_dialog
27368,Sympathizing,0.9289,6662975,- I 'm terribly sorry .,1096404,"- Your brother had serious injuries . He died , as did his wife .
- I am deeply sorry ."
27369,Sympathizing,0.9288,6058542,- I 'm so sorry .,166299,"- Doctor says Dani is fine . She 's really fine , don 't worry . You 're lying . You 're a bad guy .
- I had been in jail .
- Sorry . I 've caused harm to many people . Once you two are okay , I will move out .
- I really am so sorry ."
27370,Sympathizing,0.9286,1287963,- I 'm sorry about this .,1369213,"- Team Leader Yong , this is tanjong chicken . It really tastes absolutely delicious . Please try some . Yes .
- We must apologize to you . Because Pak Ha managed to sprain her ankle , we have caused you some inconvenience .
- I am sorry ."
27371,Sympathizing,0.9286,6662975,- I 'm terribly sorry .,5081062,"- How do you feel , Mr. Skinner . How do you think I feel ?
- I 'm Dr. Zeltzer , your neurosurgeon . What a day . I have successfully biopsy samples taken . But your tumor was too large to remove it . He was as big as a tangerine .
- What are you talking about ? Tell me honestly .
- I 'm sorry to have to say , Mr. Skinner . The prospects are not good . You have about six months to live .
- I am really sorry ."
27372,Sympathizing,0.9284,6058542,- I 'm so sorry .,8577714,"- Oh , my God . I 'm so sorry . TURLEY : You didn 't know . It 's all right . JOSIE : What happened ?
- Arrest went bad .
- God . You guys come here all the time .
- I 'm really , really sorry ."
27373,Sympathizing,0.9283,6058542,- I 'm so sorry .,2228672,"- You are on my foot .
- I 'm very sorry ."
27374,Sympathizing,0.928,6197848,"- I 'm really sorry , guys .",7998942,"- Know to dance on your hands ? Learn . Because you won 't have your legs tomorrow .
- I 'm sorry GG , I didn 't know they were with you . I 'm really sorry . Tell them .
- I 'm sorry guys , really sorry ."
27375,Sympathizing,0.9279,7752928,"- I see , sorry about that .",8632117,"- Hey , man , that really is too bad .
- Yeah , sorry about that ."
27376,Sympathizing,0.9278,6058542,- I 'm so sorry .,7716577,"- I 'll go back down .
- I 'm really very , very sorry ."
27377,Sympathizing,0.9277,6058542,- I 'm so sorry .,1598032,"- Clear the interface . Restore her neural pattern .
- Fargo , I already told you we can 't do that . Just do something .
- I don 't know what went wrong .
- Holly 's consciousness definitely downloaded . I promised her I 'd keep her safe . I told her to trust me .
- You can 't just be gone .
- I am so sorry ."
27378,Sympathizing,0.9277,6058542,- I 'm so sorry .,5826314,"- I have to go back .
- I am sorry ."
27379,Sympathizing,0.9275,3099984,"- We 're sorry , sir .",3867299,"- What is your child 's name , Mam ?
- How much is his weight ?
- Nurse .
- What is this for , Sir ?
- I wish ahead.l Sir , you have to queue up , please .
- Come on , nurse . Just take the money .
- This service is free of charge , Sir .
- Oh , come on . There is nothing free in Jakarta .
- I 'm sorry , Sir . This lady first .
- Please , Mam . / Please , take it back , Sir .
- I am sorry , Sir ."
27380,Sympathizing,0.9274,6058542,- I 'm so sorry .,6279979,"- How is it possible that your savings are all gone ?
- It must have been that private detective who tried to rob us .
- Oh my goodness . That 's terrible .
- Look , I ... I don 't know what we 're gonna do when our coverage runs out , but I ... I will think of something . I 'll talk to my family , Sean 's family . I 'll find some way to get the money .
- I 'm so sorry ."
27381,Sympathizing,0.9274,6058542,- I 'm so sorry .,2877681,"- Sorry to have to ask you to come along
- I am really sorry"
27382,Sympathizing,0.9273,6058542,- I 'm so sorry .,3483851,"- I am sorry ! Mother , what are you saying ?
- I am sorry !"
27383,Sympathizing,0.9271,6662975,- I 'm terribly sorry .,1939335,"- I 'm sorry ... Take off your ring when you hit a colleague .
- I 'm really very sorry ."
27384,Sympathizing,0.9269,1287963,- I 'm sorry about this .,1905899,"- That should teach you for now . Now apologize .
- I 'm sorry"
27385,Sympathizing,0.9264,3257285,- I 'm sorry to bother you .,8101938,"- Monk ... there 's something you never knew about me . I like to sleep .
- I like to get into bed nd not get out of bed Until I wake up . His name is william lee , and he 's been here all night .
- No He 's taking the train in the morning .
- To visit his brother in portland . Mr. Lee says that he 's not an undercover cop , And he 's never been to the bay street cafe .
- Well He also says he 's never been shot four times . He 's lying . About what , Monk ?
- In my experience , a person that 's been shot four times Is pretty forthcoming about it .
- Monk , I called it in , he checks out . I saw you .
- Mister , whatever you think you saw , it wasn 't me . Now , can I go ?
- Yes , sir , absolutely . You can go .
- Thank you very much . Sorry to bother you .
- Sorry to bother you "" ?"
27386,Sympathizing,0.9263,6058542,- I 'm so sorry .,6045036,"- It 's being turned away to Dubai .
- I 'm so sorry ."
27387,Sympathizing,0.9263,3099984,"- We 're sorry , sir .",1127918,"- Agent Hardy , I didn 't recognize you .
- This is your car ? Yeah .
- I 'm very sorry . I ... I don 't know what happened .
- Sometimes , our computer has a mind of its own .
- Your computer ?
- Yeah . Your car came up stolen . Suspect fitting your description was described as armed and dangerous .
- Sorry , Agent .
- Very sorry , sir ."
27388,Sympathizing,0.9261,2664063,"- You will not cross your limits here !
- I am sorry , Sir .",4391748,"- Don 't move ; you 're covering me .
- Sorry , sir !"
27391,Sympathizing,0.926,3099984,"- We 're sorry , sir .",2237316,"- Are you okay ? Yeah . Hang on tight to your dad , okay ? Tight !
- I 'm very sorry , sir ."
27392,Sympathizing,0.9259,6058542,- I 'm so sorry .,379770,"- Marie .
- I am so sorry ."
27393,Sympathizing,0.9257,6058542,- I 'm so sorry .,8579780,"- You know ? Yes , I know .
- Im sorry .
- Im sorry too ."
27394,Sympathizing,0.9254,6058542,- I 'm so sorry .,4056889,"- I 'm sorry Iku
- I 'm sorry"
27396,Sympathizing,0.9253,1287963,- I 'm sorry about this .,903179,"- Stand down !
- Yeah , I-I 'm sorry about this ."
27397,Sympathizing,0.9252,6058542,- I 'm so sorry .,2439421,"- Akane ! Takeshi !
- I apologize .
- Don 't speak like that to them ! All right . Are you all right ?
- We 're very sorry . We really are ."
27398,Sympathizing,0.9252,256624,"- Sorry , love .",5713488,"- You 're not cut out for this game .
- Sorry , love ."
27399,Sympathizing,0.9251,6565131,"- Sorry , kid .",2487910,"- Watch him .
- Sorry , kid ."
27400,Sympathizing,0.9251,6662975,- I 'm terribly sorry .,7167049,"- Please , make yourself comfortable in here . I 'm sure he won 't be very long . Mrs. Davenheim showed Lowen into her husband 's study and there he waited , and waited , and waited .
- Well over an hour ago goes by . And still Davenheim doesn 't return . Gerald Lowen , his patience exausted , takes his leave .
- This is the way your husband treats important business clients , is it ?
- I 'm quite confused . I 'm so sorry ... Yes . I 'm very sorry too , Mrs Davenheim .
- Very sorry indeed ."
27401,Sympathizing,0.9251,6058542,- I 'm so sorry .,5188301,"- It 's in reverse .
- I am really , really sorry ."
27402,Sympathizing,0.9247,6058542,- I 'm so sorry .,2431938,"- Mary K. had a way of trying to destroy all of us .
- I 'm sorry . Truly sorry ."
27403,Sympathizing,0.9245,6058542,- I 'm so sorry .,5182385,"- 'Nothing I can say will ever ease the pain that I 've caused you . 'And I fully deserve what you were about to do to me . 'l am an abomination . 'But I 'm also a coward . 'On top of everything ... ' ... I know I must die . 'But I can 't take any more of the torture .
- 'l 'm sorry"
27404,Sympathizing,0.9243,3099984,"- We 're sorry , sir .",4453084,"- Matsumoto , you tarnished this celebration .
- I demand you to take responsibility for this !
- Sorry , sir !"
27405,Sympathizing,0.9243,3257285,- I 'm sorry to bother you .,4366244,"- When are you going to realize I 'm not talking to you ?
- Probably when you stop talking to me . I just don 't see why it was necessary to humiliate me at the Alamo desk . I was just flirting with the cutie rent-a-guy . By making fun of me .
- Okay. so I don 't know that much about cars . Grace. he asked you if you wanted a V-6 or a V-8 . and you said you preferred a Diet Coke .
- I was making a joke . No. you weren 't .
- No . I wasn 't . but that still does not excuse two gay guys sitting there laughing in my face . Like I don 't get enough of that at home .
- You owe me an apology . You really upset me . Okay. okay .
- I 'm sorry you 're upset ."
27406,Sympathizing,0.9243,6662975,- I 'm terribly sorry .,3618798,"- There can be no more doubt , my dear Pimenta . The murderer had his eye on the baroness ... right from the beginning . The missing D string ... was for dalla Maria Luiza Catarina de albuquerque . I believe the cycle of crimes ... of that damned fiddle are over , at last .
- Excuse me , Mr. holmes . Something terrible has happened . Your room has been broken into .
- I am very sorry ."
27407,Sympathizing,0.9242,6662975,- I 'm terribly sorry .,7600017,"- I 'm sorry for my English , but I 'm tired . I didn 't quite get it . Yesterday , in your house , dollars have disappeared .
- I 'm terribly sorry !"
27408,Sympathizing,0.9242,6662975,- I 'm terribly sorry .,4474805,"- What happened just now , Tomeh ?
- I 'm terribly sorry ."
27409,Sympathizing,0.9242,6662975,- I 'm terribly sorry .,1134512,"- She is wounded ?
- I am sorry . I 'm so sorry ."
27410,Sympathizing,0.9241,6058542,- I 'm so sorry .,3242944,"- Please don 't look at me like that . Like what ?
- You know . Sorry !"
27411,Sympathizing,0.9241,6058542,- I 'm so sorry .,8152855,"- That really hurts ! It 's stained the shirt !
- What happened ? What did you do ?
- I 'm sorry . I 'm really sorry . Look at what you guys have done .
- Don 't touch me ! The stains getting bigger . Please use this .
- Stay away from me !
- I 'm very sorry ."
27412,Sympathizing,0.924,6058542,- I 'm so sorry .,1289199,"- I feel like a have a heart attack .
- I am sorry ."
27413,Sympathizing,0.924,6058542,- I 'm so sorry .,4717626,"- Simon , I 've got to go . I 've got a friend coming over and I completely forgot . I 'm sorry . I 'll see you tomorrow .
- I 'm really sorry ."
27414,Sympathizing,0.9238,7111597,- I 'm not sorry .,3852713,"- It 's after you , not the ship . It 's not us .
- This is the only way , don 't you see ?
- I 'm not sorry ."
27415,Sympathizing,0.9237,1287963,- I 'm sorry about this .,7744437,"- This stinks . It 's right out of Dickens .
- I feel ridiculous . Did I get you in deep shit ?
- I shouldn 't have ... made you talk . I 'm sorry .
- Yeah ... real sorry ."
27416,Sympathizing,0.9236,1287963,- I 'm sorry about this .,8331867,"- HEY ! DIDN 'T YOUR MOTHER TEACH YOU TO CROSS ON THE GREEN ?
- WHAT DID HE DO NOW ? NOTHING . CUT THE SHIT . I KNOW THAT FACE . THAT 'S THE "" BRIAN KINNEY JUST FUCKED ME "" FACE .
- YEAH , EXCEPT IT WASN 'T ME HE WAS FUCKING . IT WAS SOME OTHER GUY . I COME HOME , HE 'S ON THE FUCKING COUCH . ANOTHER HURRICANE OFF THE COAST OF FLORIDA , ANOTHER EARTHQUAKE IN PERU . SO WHAT ELSE IS NEW ?
- WELL , I GUESS I JUST THOUGHT THAT NOW THAT WE 'RE TOGETHER ... THINGS WOULD BE DIFFERENT .
- BRIAN IS NEVER GOING TO CHANGE . YOU KNOW THAT .
- THEN WHY AM I THERE ?
- WELL , MAY ... MAYBE BECAUSE YOU GOT BASHED IN THE HEAD AND HE FEELS GUILTY .
- NO , I 'M SORRY . I DIDN 'T MEAN FOR IT TO SOUND LIKE THAT . I ...
- SORRY ."
27417,Sympathizing,0.9234,6058542,- I 'm so sorry .,7117291,"- In that case why don 't we ...
- It 's hot here .
- I 'm sorry . Sorry . I 'm not used to it . It 's been a while since I talked to a woman . On the phone I can ... but when you 're , near , like this ... Sorry .
- I 'm sorry . Sorry ."
27418,Sympathizing,0.9233,1287963,- I 'm sorry about this .,8623260,"- Excuse me . Are you ok ? Are you hurt ?
- So sorry ."
27419,Sympathizing,0.9233,6058542,- I 'm so sorry .,770719,"- I am sorry , my Lord .
- No . Now you 're sorry ."
27420,Sympathizing,0.9232,6058542,- I 'm so sorry .,3652680,"- Hold on
- I am sorry !"
27421,Sympathizing,0.9232,6058542,- I 'm so sorry .,1694694,"- It was unbearable . I 'd only just found you . I couldn 't bear to lose you too .
- I am so , so sorry ."
27422,Sympathizing,0.9231,3257285,- I 'm sorry to bother you .,1175949,"- You wouldn 't take my word for it .
- We 're so devastated . Why do you make it worse , sir ?
- Sorry for the trouble ."
27423,Sympathizing,0.923,6058542,- I 'm so sorry .,3953252,"- Why do you keep doing the same thing ? ! I 'm sorry .. I 'm sorry ..
- Stop it .. Don 't make her mad .
- I 'm really sorry ."
27424,Sympathizing,0.9229,6058542,- I 'm so sorry .,6399639,"- Edna ? She 's utterly harmless .
- Exactly . That 's why we 've got to help her .
- But could she be arrested ? The lieutenant doesn 't think she 's guilty .
- But who knows what he 'll think tomorrow ?
- In case you haven 't noticed , he is a very haphazard individual .
- Hm . If he doesn 't break the case soon ? Exactly . He starts looking for a scapegoat because the pressure 's building and Edna 's the most obvious candidate .
- Well , what should we do ?
- Protect her . Rudy would 've wanted us to look out for her interests . She trusts you , Frank . Get her here . Talk to her like a Dutch uncle . Fill her in on the situation .
- You 're sure we should allow her house to be searched ?
- Absolutely . You ought to recommend we insist on it . That way , we get it on the record that nothing 's been found to incriminate her .
- All right . Miss Henderson , get me Mrs Mathews .
- Oh , she 's shopping at the Fashion Center in Beverly Hills . You can bring her in here right now and clarify this whole thing . Miss Henderson , have her paged at the Fashion Center . We 'll clear it up today .
- Well , there may be one small hitch to that . Columbo refuses to search the house . He claims it 'd be a waste of time . Oh ?
- Which merely perpetuates Edna 's anxiety . I wish there was something we could do about that man , Frank .
- Well , perhaps there 's some way around him .
- You really think so ?
- I have a few friends at City Hall . Let me look into it .
- Fine . Thank you . I 'll just run one errand and I 'll be right back .
- Fine . Fine . Miss Henderson , after I talk to Mrs Mathews , I want the police department .
- Dale ?
- Edna does have an excellent motive .
- You don 't think there 's any chance ... ?
- Of course not . You ought to be ashamed of yourself .
- Yeah . Sorry ."
27425,Sympathizing,0.9229,6058542,- I 'm so sorry .,4072297,"- Daeng ?
- I am so sorry ."
27426,Sympathizing,0.9227,6058542,- I 'm so sorry .,2313360,"- It 's fortunate ... even to survive . He 'll be in the hospital for at least three months before he can be moved .
- I 'm very sorry ."
27427,Sympathizing,0.9227,4847961,"- Hello , mate .",1482013,"- That 's all you ever needed , Ron . A family .
- Hello , mate ."
27428,Sympathizing,0.9225,6058542,- I 'm so sorry .,361097,"- Steamed Bun It hurts !
- I 'm sorry"
27429,Sympathizing,0.9225,6058542,- I 'm so sorry .,3654297,"- There 's cake at the Veterans Hall . Of course you 're all welcome . Mr. Garfield . Mr. Oliver .
- Thanks for sending the glove . Been Sully 's lawyer forever . Couldn 't see why a baseball glove had to go through probate .
- You and Sully were kids together ? Yeah , there were three of us . Me and Sully , and a girl named Carol .
- Carol Gerber ? That 's right . I 'm hoping she 'll be here .
- You didn 't hear about Carol ?
- No . I 'm afraid she 's dead .
- I 'm so sorry ."
